2026-07-25 19:55:08,959 | INFO | knowledge_collector.crawl_progress | Current page: 1 | Pages completed: 0 | Pages remaining: 1 | Queue size: 1 | Visited pages: 0 | Current depth: 0 | Elapsed time: 00:00 | Estimated remaining time: 00:00 | Current URL: https://owasp.org/Top10/2021/A01_2021-Broken_Access_Control/index.html
2026-07-26 18:14:38,451 | INFO | knowledge_collector.crawl_progress | Current page: 113 | Pages completed: 97 | Pages remaining: 502 | Queue size: 502 | Visited pages: 97 | Current depth: 2 | Elapsed time: 01:47 | Estimated remaining time: 09:14 | Current URL: https://owasp.org/www-project-securebank
2026-07-26 18:14:39,106 | INFO | knowledge_collector.crawl_progress | Current page: 114 | Pages completed: 98 | Pages remaining: 502 | Queue size: 502 | Visited pages: 98 | Current depth: 2 | Elapsed time: 01:48 | Estimated remaining time: 09:11 | Current URL: https://owasp.org/www-project-securetea
2026-07-26 18:14:39,983 | INFO | knowledge_collector.crawl_progress | Current page: 115 | Pages completed: 99 | Pages remaining: 504 | Queue size: 504 | Visited pages: 99 | Current depth: 2 | Elapsed time: 01:49 | Estimated remaining time: 09:13 | Current URL: https://owasp.org/www-project-security-c4po
2026-07-26 18:14:40,657 | INFO | knowledge_collector.crawl_progress | Current page: 116 | Pages completed: 100 | Pages remaining: 504 | Queue size: 504 | Visited pages: 100 | Current depth: 2 | Elapsed time: 01:49 | Estimated remaining time: 09:10 | Current URL: https://owasp.org/www-project-securityrat
2026-07-26 18:14:41,258 | INFO | knowledge_collector.crawl_progress | Current page: 117 | Pages completed: 101 | Pages remaining: 504 | Queue size: 504 | Visited pages: 101 | Current depth: 2 | Elapsed time: 01:50 | Estimated remaining time: 09:08 | Current URL: https://owasp.org/www-project-seraphimdroid
2026-07-26 18:14:41,851 | INFO | knowledge_collector.crawl_progress | Current page: 118 | Pages completed: 102 | Pages remaining: 505 | Queue size: 505 | Visited pages: 102 | Current depth: 2 | Elapsed time: 01:50 | Estimated remaining time: 09:07 | Current URL: https://owasp.org/www-project-social-osint-agent
2026-07-26 18:14:42,434 | INFO | knowledge_collector.crawl_progress | Current page: 119 | Pages completed: 103 | Pages remaining: 506 | Queue size: 506 | Visited pages: 103 | Current depth: 2 | Elapsed time: 01:51 | Estimated remaining time: 09:05 | Current URL: https://owasp.org/www-project-threat-model-library
2026-07-26 18:14:43,143 | INFO | knowledge_collector.crawl_progress | Current page: 120 | Pages completed: 104 | Pages remaining: 506 | Queue size: 506 | Visited pages: 104 | Current depth: 2 | Elapsed time: 01:52 | Estimated remaining time: 09:03 | Current URL: https://owasp.org/www-project-threatatlas
2026-07-26 18:14:43,729 | INFO | knowledge_collector.crawl_progress | Current page: 121 | Pages completed: 105 | Pages remaining: 513 | Queue size: 513 | Visited pages: 105 | Current depth: 2 | Elapsed time: 01:52 | Estimated remaining time: 09:09 | Current URL: https://owasp.org/www-project-top-10-the-game
2026-07-26 18:14:44,364 | INFO | knowledge_collector.crawl_progress | Current page: 122 | Pages completed: 106 | Pages remaining: 515 | Queue size: 515 | Visited pages: 106 | Current depth: 2 | Elapsed time: 01:53 | Estimated remaining time: 09:09 | Current URL: https://owasp.org/www-project-visto
2026-07-26 18:14:44,958 | INFO | knowledge_collector.crawl_progress | Current page: 123 | Pages completed: 107 | Pages remaining: 515 | Queue size: 515 | Visited pages: 107 | Current depth: 2 | Elapsed time: 01:54 | Estimated remaining time: 09:06 | Current URL: https://owasp.org/www-project-vxdf
2026-07-26 18:14:45,665 | INFO | knowledge_collector.crawl_progress | Current page: 124 | Pages completed: 108 | Pages remaining: 516 | Queue size: 516 | Visited pages: 108 | Current depth: 2 | Elapsed time: 01:54 | Estimated remaining time: 09:06 | Current URL: https://owasp.org/www-project-vulncodelab
2026-07-26 18:14:46,273 | INFO | knowledge_collector.crawl_progress | Current page: 125 | Pages completed: 109 | Pages remaining: 516 | Queue size: 516 | Visited pages: 109 | Current depth: 2 | Elapsed time: 01:55 | Estimated remaining time: 09:04 | Current URL: https://owasp.org/www-project-vulnerable-ai-factory
2026-07-26 18:14:46,931 | INFO | knowledge_collector.crawl_progress | Current page: 126 | Pages completed: 110 | Pages remaining: 516 | Queue size: 516 | Visited pages: 110 | Current depth: 2 | Elapsed time: 01:55 | Estimated remaining time: 09:02 | Current URL: https://owasp.org/www-project-vulnerableapp
2026-07-26 18:14:47,556 | INFO | knowledge_collector.crawl_progress | Current page: 127 | Pages completed: 111 | Pages remaining: 517 | Queue size: 517 | Visited pages: 111 | Current depth: 2 | Elapsed time: 01:56 | Estimated remaining time: 09:01 | Current URL: https://owasp.org/www-project-vulnerableapp-facade
2026-07-26 18:14:48,154 | INFO | knowledge_collector.crawl_progress | Current page: 128 | Pages completed: 112 | Pages remaining: 517 | Queue size: 517 | Visited pages: 112 | Current depth: 2 | Elapsed time: 01:57 | Estimated remaining time: 08:59 | Current URL: https://owasp.org/www-project-waf-advanced-ruleset-management
2026-07-26 18:14:48,740 | INFO | knowledge_collector.crawl_progress | Current page: 129 | Pages completed: 113 | Pages remaining: 517 | Queue size: 517 | Visited pages: 113 | Current depth: 2 | Elapsed time: 01:57 | Estimated remaining time: 08:57 | Current URL: https://owasp.org/www-project-waf-a-mole
2026-07-26 18:14:49,318 | INFO | knowledge_collector.crawl_progress | Current page: 130 | Pages completed: 114 | Pages remaining: 517 | Queue size: 517 | Visited pages: 114 | Current depth: 2 | Elapsed time: 01:58 | Estimated remaining time: 08:55 | Current URL: https://owasp.org/www-project-wafcontrol
2026-07-26 18:14:49,905 | INFO | knowledge_collector.crawl_progress | Current page: 131 | Pages completed: 115 | Pages remaining: 517 | Queue size: 517 | Visited pages: 115 | Current depth: 2 | Elapsed time: 01:58 | Estimated remaining time: 08:53 | Current URL: https://owasp.org/www-project-webgoat
2026-07-26 18:14:50,341 | INFO | knowledge_collector.crawl_progress | Current page: 132 | Pages completed: 116 | Pages remaining: 517 | Queue size: 517 | Visited pages: 116 | Current depth: 2 | Elapsed time: 01:59 | Estimated remaining time: 08:50 | Current URL: https://owasp.org/www-project-webshield-library
2026-07-26 18:14:51,054 | INFO | knowledge_collector.crawl_progress | Current page: 133 | Pages completed: 117 | Pages remaining: 526 | Queue size: 526 | Visited pages: 117 | Current depth: 2 | Elapsed time: 02:00 | Estimated remaining time: 08:58 | Current URL: https://owasp.org/www-project-winfim.net
2026-07-26 18:14:51,667 | INFO | knowledge_collector.crawl_progress | Current page: 134 | Pages completed: 118 | Pages remaining: 526 | Queue size: 526 | Visited pages: 118 | Current depth: 2 | Elapsed time: 02:00 | Estimated remaining time: 08:56 | Current URL: https://owasp.org/www-project-zezengorri-code
2026-07-26 18:14:52,423 | INFO | knowledge_collector.crawl_progress | Current page: 135 | Pages completed: 119 | Pages remaining: 528 | Queue size: 528 | Visited pages: 119 | Current depth: 2 | Elapsed time: 02:01 | Estimated remaining time: 08:57 | Current URL: https://owasp.org/www-project-zombies-on-fire
2026-07-26 18:14:53,060 | INFO | knowledge_collector.crawl_progress | Current page: 136 | Pages completed: 120 | Pages remaining: 528 | Queue size: 528 | Visited pages: 120 | Current depth: 2 | Elapsed time: 02:02 | Estimated remaining time: 08:55 | Current URL: https://owasp.org/www-project-cdxgen
2026-07-26 18:14:53,777 | INFO | knowledge_collector.crawl_progress | Current page: 137 | Pages completed: 121 | Pages remaining: 532 | Queue size: 532 | Visited pages: 121 | Current depth: 2 | Elapsed time: 02:02 | Estimated remaining time: 08:58 | Current URL: https://owasp.org/www-project-crapi
2026-07-26 18:14:54,377 | INFO | knowledge_collector.crawl_progress | Current page: 138 | Pages completed: 122 | Pages remaining: 533 | Queue size: 533 | Visited pages: 122 | Current depth: 2 | Elapsed time: 02:03 | Estimated remaining time: 08:57 | Current URL: https://owasp.org/www-project-dep-scan
2026-07-26 18:14:55,121 | INFO | knowledge_collector.crawl_progress | Current page: 139 | Pages completed: 123 | Pages remaining: 533 | Queue size: 533 | Visited pages: 123 | Current depth: 2 | Elapsed time: 02:04 | Estimated remaining time: 08:56 | Current URL: https://owasp.org/www-project-igoat-tool
2026-07-26 18:14:55,771 | INFO | knowledge_collector.crawl_progress | Current page: 140 | Pages completed: 124 | Pages remaining: 533 | Queue size: 533 | Visited pages: 124 | Current depth: 2 | Elapsed time: 02:04 | Estimated remaining time: 08:54 | Current URL: https://owasp.org/www-project-safetypes
2026-07-26 18:14:56,412 | INFO | knowledge_collector.crawl_progress | Current page: 141 | Pages completed: 125 | Pages remaining: 533 | Queue size: 533 | Visited pages: 125 | Current depth: 2 | Elapsed time: 02:05 | Estimated remaining time: 08:53 | Current URL: https://owasp.org/www-project-securecodebox
2026-07-26 18:14:57,044 | INFO | knowledge_collector.crawl_progress | Current page: 142 | Pages completed: 126 | Pages remaining: 538 | Queue size: 538 | Visited pages: 126 | Current depth: 2 | Elapsed time: 02:06 | Estimated remaining time: 08:56 | Current URL: https://owasp.org/www-project-untrust
2026-07-26 18:14:57,678 | INFO | knowledge_collector.crawl_progress | Current page: 143 | Pages completed: 127 | Pages remaining: 538 | Queue size: 538 | Visited pages: 127 | Current depth: 2 | Elapsed time: 02:06 | Estimated remaining time: 08:55 | Current URL: https://owasp.org/www-project--js
2026-07-26 18:14:58,279 | INFO | knowledge_collector.crawl_progress | Current page: 144 | Pages completed: 128 | Pages remaining: 538 | Queue size: 538 | Visited pages: 128 | Current depth: 2 | Elapsed time: 02:07 | Estimated remaining time: 08:53 | Current URL: https://owasp.org/www-project-agent-observability-standard-2
2026-07-26 18:14:58,966 | INFO | knowledge_collector.crawl_progress | Current page: 145 | Pages completed: 129 | Pages remaining: 538 | Queue size: 538 | Visited pages: 129 | Current depth: 2 | Elapsed time: 02:08 | Estimated remaining time: 08:52 | Current URL: https://owasp.org/www-project-agentic-skills-top-10
2026-07-26 18:15:00,091 | INFO | knowledge_collector.crawl_progress | Current page: 146 | Pages completed: 130 | Pages remaining: 568 | Queue size: 568 | Visited pages: 130 | Current depth: 2 | Elapsed time: 02:09 | Estimated remaining time: 09:22 | Current URL: https://owasp.org/www-project-ai-maturity-assessment
2026-07-26 18:15:00,839 | INFO | knowledge_collector.crawl_progress | Current page: 147 | Pages completed: 131 | Pages remaining: 568 | Queue size: 568 | Visited pages: 131 | Current depth: 2 | Elapsed time: 02:09 | Estimated remaining time: 09:21 | Current URL: https://owasp.org/www-project-ai-security-and-privacy-guide
2026-07-26 18:15:01,465 | INFO | knowledge_collector.crawl_progress | Current page: 148 | Pages completed: 132 | Pages remaining: 568 | Queue size: 568 | Visited pages: 132 | Current depth: 2 | Elapsed time: 02:10 | Estimated remaining time: 09:19 | Current URL: https://owasp.org/www-project-ai-testing-guide
2026-07-26 18:15:02,200 | INFO | knowledge_collector.crawl_progress | Current page: 149 | Pages completed: 133 | Pages remaining: 568 | Queue size: 568 | Visited pages: 133 | Current depth: 2 | Elapsed time: 02:11 | Estimated remaining time: 09:18 | Current URL: https://owasp.org/www-project-application-security-awareness-campaigns
2026-07-26 18:15:03,099 | INFO | knowledge_collector.crawl_progress | Current page: 150 | Pages completed: 134 | Pages remaining: 568 | Queue size: 568 | Visited pages: 134 | Current depth: 2 | Elapsed time: 02:12 | Estimated remaining time: 09:18 | Current URL: https://owasp.org/www-project-application-security-curriculum
2026-07-26 18:15:03,847 | INFO | knowledge_collector.crawl_progress | Current page: 151 | Pages completed: 135 | Pages remaining: 568 | Queue size: 568 | Visited pages: 135 | Current depth: 2 | Elapsed time: 02:12 | Estimated remaining time: 09:17 | Current URL: https://owasp.org/www-project-appsensor
2026-07-26 18:15:04,702 | INFO | knowledge_collector.crawl_progress | Current page: 152 | Pages completed: 135 | Pages remaining: 567 | Queue size: 567 | Visited pages: 135 | Current depth: 2 | Elapsed time: 02:13 | Estimated remaining time: 09:20 | Current URL: https://owasp.org/www-project-artificial-intelligence-security-verification-standard-aisvs-docs
2026-07-26 18:15:05,416 | INFO | knowledge_collector.crawl_progress | Current page: 153 | Pages completed: 136 | Pages remaining: 567 | Queue size: 567 | Visited pages: 136 | Current depth: 2 | Elapsed time: 02:14 | Estimated remaining time: 09:19 | Current URL: https://owasp.org/www-project-artificial-intelligence-vulnerability-scoring-system
2026-07-26 18:15:07,025 | INFO | knowledge_collector.crawl_progress | Current page: 154 | Pages completed: 137 | Pages remaining: 571 | Queue size: 571 | Visited pages: 137 | Current depth: 2 | Elapsed time: 02:16 | Estimated remaining time: 09:25 | Current URL: https://owasp.org/www-project-attack-surface-management-top-10
2026-07-26 18:15:07,802 | INFO | knowledge_collector.crawl_progress | Current page: 155 | Pages completed: 138 | Pages remaining: 571 | Queue size: 571 | Visited pages: 138 | Current depth: 2 | Elapsed time: 02:16 | Estimated remaining time: 09:24 | Current URL: https://owasp.org/www-project-authoritative-privacy-reference-project
2026-07-26 18:15:08,418 | INFO | knowledge_collector.crawl_progress | Current page: 156 | Pages completed: 139 | Pages remaining: 571 | Queue size: 571 | Visited pages: 139 | Current depth: 2 | Elapsed time: 02:17 | Estimated remaining time: 09:23 | Current URL: https://owasp.org/www-project-automated-threats-to-web-applications
2026-07-26 18:15:09,040 | INFO | knowledge_collector.crawl_progress | Current page: 157 | Pages completed: 139 | Pages remaining: 570 | Queue size: 570 | Visited pages: 139 | Current depth: 2 | Elapsed time: 02:18 | Estimated remaining time: 09:24 | Current URL: https://owasp.org/www-project-baremetal
2026-07-26 18:15:09,635 | INFO | knowledge_collector.crawl_progress | Current page: 158 | Pages completed: 140 | Pages remaining: 570 | Queue size: 570 | Visited pages: 140 | Current depth: 2 | Elapsed time: 02:18 | Estimated remaining time: 09:23 | Current URL: https://owasp.org/www-project-blade-framework
2026-07-26 18:15:10,230 | INFO | knowledge_collector.crawl_progress | Current page: 159 | Pages completed: 141 | Pages remaining: 570 | Queue size: 570 | Visited pages: 141 | Current depth: 2 | Elapsed time: 02:19 | Estimated remaining time: 09:21 | Current URL: https://owasp.org/www-project-blockchain-appsec-standard
2026-07-26 18:15:10,820 | INFO | knowledge_collector.crawl_progress | Current page: 160 | Pages completed: 142 | Pages remaining: 570 | Queue size: 570 | Visited pages: 142 | Current depth: 2 | Elapsed time: 02:19 | Estimated remaining time: 09:19 | Current URL: https://owasp.org/www-project-browser-security-project
2026-07-26 18:15:11,450 | INFO | knowledge_collector.crawl_progress | Current page: 161 | Pages completed: 143 | Pages remaining: 570 | Queue size: 570 | Visited pages: 143 | Current depth: 2 | Elapsed time: 02:20 | Estimated remaining time: 09:18 | Current URL: https://owasp.org/www-project-certified-secure-developer
2026-07-26 18:15:12,287 | INFO | knowledge_collector.crawl_progress | Current page: 162 | Pages completed: 144 | Pages remaining: 571 | Queue size: 571 | Visited pages: 144 | Current depth: 2 | Elapsed time: 02:21 | Estimated remaining time: 09:18 | Current URL: https://owasp.org/www-project-cheat-code-series
2026-07-26 18:15:12,974 | INFO | knowledge_collector.crawl_progress | Current page: 163 | Pages completed: 145 | Pages remaining: 571 | Queue size: 571 | Visited pages: 145 | Current depth: 2 | Elapsed time: 02:22 | Estimated remaining time: 09:17 | Current URL: https://owasp.org/www-project-citizen-development-top10-security-risks
2026-07-26 18:15:13,611 | INFO | knowledge_collector.crawl_progress | Current page: 164 | Pages completed: 146 | Pages remaining: 585 | Queue size: 585 | Visited pages: 146 | Current depth: 2 | Elapsed time: 02:22 | Estimated remaining time: 09:30 | Current URL: https://owasp.org/www-project-cloud-tenant-isolation
2026-07-26 18:15:14,197 | INFO | knowledge_collector.crawl_progress | Current page: 165 | Pages completed: 147 | Pages remaining: 585 | Queue size: 585 | Visited pages: 147 | Current depth: 2 | Elapsed time: 02:23 | Estimated remaining time: 09:28 | Current URL: https://owasp.org/www-project-code-review-guide
2026-07-26 18:15:14,770 | INFO | knowledge_collector.crawl_progress | Current page: 166 | Pages completed: 148 | Pages remaining: 585 | Queue size: 585 | Visited pages: 148 | Current depth: 2 | Elapsed time: 02:23 | Estimated remaining time: 09:27 | Current URL: https://owasp.org/www-project-common-lifecycle-enumeration
2026-07-26 18:15:15,376 | INFO | knowledge_collector.crawl_progress | Current page: 167 | Pages completed: 149 | Pages remaining: 586 | Queue size: 586 | Visited pages: 149 | Current depth: 2 | Elapsed time: 02:24 | Estimated remaining time: 09:26 | Current URL: https://owasp.org/www-project-consigliere---your-sast-fixing-advisor
2026-07-26 18:15:15,948 | INFO | knowledge_collector.crawl_progress | Current page: 168 | Pages completed: 150 | Pages remaining: 586 | Queue size: 586 | Visited pages: 150 | Current depth: 2 | Elapsed time: 02:25 | Estimated remaining time: 09:25 | Current URL: https://owasp.org/www-project-cumulus
2026-07-26 18:15:16,663 | INFO | knowledge_collector.crawl_progress | Current page: 169 | Pages completed: 151 | Pages remaining: 586 | Queue size: 586 | Visited pages: 151 | Current depth: 2 | Elapsed time: 02:25 | Estimated remaining time: 09:24 | Current URL: https://owasp.org/www-project-cve-assessment-guide
2026-07-26 18:15:17,481 | INFO | knowledge_collector.crawl_progress | Current page: 170 | Pages completed: 152 | Pages remaining: 586 | Queue size: 586 | Visited pages: 152 | Current depth: 2 | Elapsed time: 02:26 | Estimated remaining time: 09:23 | Current URL: https://owasp.org/www-project-data-security-top-10
2026-07-26 18:15:18,467 | INFO | knowledge_collector.crawl_progress | Current page: 171 | Pages completed: 153 | Pages remaining: 596 | Queue size: 596 | Visited pages: 153 | Current depth: 2 | Elapsed time: 02:27 | Estimated remaining time: 09:33 | Current URL: https://owasp.org/www-project-desktop-app-security-top-10
2026-07-26 18:15:19,393 | INFO | knowledge_collector.crawl_progress | Current page: 172 | Pages completed: 154 | Pages remaining: 596 | Queue size: 596 | Visited pages: 154 | Current depth: 2 | Elapsed time: 02:28 | Estimated remaining time: 09:33 | Current URL: https://owasp.org/www-project-developer-guide
2026-07-26 18:15:20,207 | INFO | knowledge_collector.crawl_progress | Current page: 173 | Pages completed: 155 | Pages remaining: 600 | Queue size: 600 | Visited pages: 155 | Current depth: 2 | Elapsed time: 02:29 | Estimated remaining time: 09:36 | Current URL: https://owasp.org/www-project-devsecops-automation-matrix
2026-07-26 18:15:20,790 | INFO | knowledge_collector.crawl_progress | Current page: 174 | Pages completed: 156 | Pages remaining: 600 | Queue size: 600 | Visited pages: 156 | Current depth: 2 | Elapsed time: 02:29 | Estimated remaining time: 09:34 | Current URL: https://owasp.org/www-project-devsecops-guideline
2026-07-26 18:15:21,385 | INFO | knowledge_collector.crawl_progress | Current page: 175 | Pages completed: 157 | Pages remaining: 601 | Queue size: 601 | Visited pages: 157 | Current depth: 2 | Elapsed time: 02:30 | Estimated remaining time: 09:34 | Current URL: https://owasp.org/www-project-devsecops-maturity-model
2026-07-26 18:15:21,995 | INFO | knowledge_collector.crawl_progress | Current page: 176 | Pages completed: 158 | Pages remaining: 601 | Queue size: 601 | Visited pages: 158 | Current depth: 2 | Elapsed time: 02:31 | Estimated remaining time: 09:33 | Current URL: https://owasp.org/www-project-devsecops-top-10
2026-07-26 18:15:22,783 | INFO | knowledge_collector.crawl_progress | Current page: 177 | Pages completed: 159 | Pages remaining: 601 | Queue size: 601 | Visited pages: 159 | Current depth: 2 | Elapsed time: 02:31 | Estimated remaining time: 09:32 | Current URL: https://owasp.org/www-project-devsecops-verification-standard
2026-07-26 18:15:23,426 | INFO | knowledge_collector.crawl_progress | Current page: 178 | Pages completed: 160 | Pages remaining: 604 | Queue size: 604 | Visited pages: 160 | Current depth: 2 | Elapsed time: 02:32 | Estimated remaining time: 09:34 | Current URL: https://owasp.org/www-project-devslop
2026-07-26 18:15:23,839 | INFO | knowledge_collector.crawl_progress | Current page: 179 | Pages completed: 161 | Pages remaining: 604 | Queue size: 604 | Visited pages: 161 | Current depth: 2 | Elapsed time: 02:32 | Estimated remaining time: 09:32 | Current URL: https://owasp.org/www-project-docker-top-10
2026-07-26 18:15:24,465 | INFO | knowledge_collector.crawl_progress | Current page: 180 | Pages completed: 162 | Pages remaining: 605 | Queue size: 605 | Visited pages: 162 | Current depth: 2 | Elapsed time: 02:33 | Estimated remaining time: 09:31 | Current URL: https://owasp.org/www-project-dojo-shield
2026-07-26 18:15:25,090 | INFO | knowledge_collector.crawl_progress | Current page: 181 | Pages completed: 163 | Pages remaining: 605 | Queue size: 605 | Visited pages: 163 | Current depth: 2 | Elapsed time: 02:34 | Estimated remaining time: 09:30 | Current URL: https://owasp.org/www-project-dungeons-and-daemons
2026-07-26 18:15:25,686 | INFO | knowledge_collector.crawl_progress | Current page: 182 | Pages completed: 164 | Pages remaining: 605 | Queue size: 605 | Visited pages: 164 | Current depth: 2 | Elapsed time: 02:34 | Estimated remaining time: 09:29 | Current URL: https://owasp.org/www-project-embedded-application-security
2026-07-26 18:15:26,340 | INFO | knowledge_collector.crawl_progress | Current page: 183 | Pages completed: 165 | Pages remaining: 605 | Queue size: 605 | Visited pages: 165 | Current depth: 2 | Elapsed time: 02:35 | Estimated remaining time: 09:28 | Current URL: https://owasp.org/www-project-fiasse
2026-07-26 18:15:27,015 | INFO | knowledge_collector.crawl_progress | Current page: 184 | Pages completed: 166 | Pages remaining: 605 | Queue size: 605 | Visited pages: 166 | Current depth: 2 | Elapsed time: 02:36 | Estimated remaining time: 09:27 | Current URL: https://owasp.org/www-project-gamesec-framework
2026-07-26 18:15:27,671 | INFO | knowledge_collector.crawl_progress | Current page: 185 | Pages completed: 167 | Pages remaining: 612 | Queue size: 612 | Visited pages: 167 | Current depth: 2 | Elapsed time: 02:36 | Estimated remaining time: 09:33 | Current URL: https://owasp.org/www-project-go-secure-coding-practices-guide
2026-07-26 18:15:28,469 | INFO | knowledge_collector.crawl_progress | Current page: 186 | Pages completed: 168 | Pages remaining: 613 | Queue size: 613 | Visited pages: 168 | Current depth: 2 | Elapsed time: 02:37 | Estimated remaining time: 09:33 | Current URL: https://owasp.org/www-project-honeypot
2026-07-26 18:15:29,169 | INFO | knowledge_collector.crawl_progress | Current page: 187 | Pages completed: 169 | Pages remaining: 613 | Queue size: 613 | Visited pages: 169 | Current depth: 2 | Elapsed time: 02:38 | Estimated remaining time: 09:32 | Current URL: https://owasp.org/www-project-infrastructure-security-testing-guide
2026-07-26 18:15:29,931 | INFO | knowledge_collector.crawl_progress | Current page: 188 | Pages completed: 169 | Pages remaining: 612 | Queue size: 612 | Visited pages: 169 | Current depth: 2 | Elapsed time: 02:38 | Estimated remaining time: 09:34 | Current URL: https://owasp.org/www-project-integration-standards
2026-07-26 18:15:30,730 | INFO | knowledge_collector.crawl_progress | Current page: 189 | Pages completed: 170 | Pages remaining: 613 | Queue size: 613 | Visited pages: 170 | Current depth: 2 | Elapsed time: 02:39 | Estimated remaining time: 09:34 | Current URL: https://owasp.org/www-project-iot-security-testing-guide
2026-07-26 18:15:31,449 | INFO | knowledge_collector.crawl_progress | Current page: 190 | Pages completed: 171 | Pages remaining: 616 | Queue size: 616 | Visited pages: 171 | Current depth: 2 | Elapsed time: 02:40 | Estimated remaining time: 09:36 | Current URL: https://owasp.org/www-project-machine-learning-security-top-10
2026-07-26 18:15:32,115 | INFO | knowledge_collector.crawl_progress | Current page: 191 | Pages completed: 172 | Pages remaining: 631 | Queue size: 631 | Visited pages: 172 | Current depth: 2 | Elapsed time: 02:41 | Estimated remaining time: 09:49 | Current URL: https://owasp.org/www-project-mcp-top-10
2026-07-26 18:15:32,746 | INFO | knowledge_collector.crawl_progress | Current page: 192 | Pages completed: 173 | Pages remaining: 642 | Queue size: 642 | Visited pages: 173 | Current depth: 2 | Elapsed time: 02:41 | Estimated remaining time: 09:59 | Current URL: https://owasp.org/www-project-mobile-top-10
2026-07-26 18:15:33,379 | INFO | knowledge_collector.crawl_progress | Current page: 193 | Pages completed: 174 | Pages remaining: 680 | Queue size: 680 | Visited pages: 174 | Current depth: 2 | Elapsed time: 02:42 | Estimated remaining time: 10:33 | Current URL: https://owasp.org/www-project-mqtt-guide
2026-07-26 18:15:33,986 | INFO | knowledge_collector.crawl_progress | Current page: 194 | Pages completed: 175 | Pages remaining: 680 | Queue size: 680 | Visited pages: 175 | Current depth: 2 | Elapsed time: 02:43 | Estimated remaining time: 10:32 | Current URL: https://owasp.org/www-project-non-human-identities-top-10
2026-07-26 18:15:34,622 | INFO | knowledge_collector.crawl_progress | Current page: 195 | Pages completed: 176 | Pages remaining: 693 | Queue size: 693 | Visited pages: 176 | Current depth: 2 | Elapsed time: 02:43 | Estimated remaining time: 10:43 | Current URL: https://owasp.org/www-project-open-source-software-top-10
2026-07-26 18:15:35,383 | INFO | knowledge_collector.crawl_progress | Current page: 196 | Pages completed: 177 | Pages remaining: 706 | Queue size: 706 | Visited pages: 177 | Current depth: 2 | Elapsed time: 02:44 | Estimated remaining time: 10:54 | Current URL: https://owasp.org/www-project-operational-technology-top-10
2026-07-26 18:15:36,773 | INFO | knowledge_collector.crawl_progress | Current page: 197 | Pages completed: 178 | Pages remaining: 731 | Queue size: 731 | Visited pages: 178 | Current depth: 2 | Elapsed time: 02:45 | Estimated remaining time: 11:19 | Current URL: https://owasp.org/www-project-payment-security-testing-guide
2026-07-26 18:15:37,557 | INFO | knowledge_collector.crawl_progress | Current page: 198 | Pages completed: 179 | Pages remaining: 731 | Queue size: 731 | Visited pages: 179 | Current depth: 2 | Elapsed time: 02:46 | Estimated remaining time: 11:18 | Current URL: https://owasp.org/www-project-penetration-test-reporting-standard
2026-07-26 18:15:38,172 | INFO | knowledge_collector.crawl_progress | Current page: 199 | Pages completed: 180 | Pages remaining: 731 | Queue size: 731 | Visited pages: 180 | Current depth: 2 | Elapsed time: 02:47 | Estimated remaining time: 11:17 | Current URL: https://owasp.org/www-project-pentest-best-practices
2026-07-26 18:15:38,789 | INFO | knowledge_collector.crawl_progress | Current page: 200 | Pages completed: 181 | Pages remaining: 731 | Queue size: 731 | Visited pages: 181 | Current depth: 2 | Elapsed time: 02:47 | Estimated remaining time: 11:16 | Current URL: https://owasp.org/www-project-proactive-controls
2026-07-26 18:15:40,033 | INFO | knowledge_collector.crawl_progress | Current page: 201 | Pages completed: 182 | Pages remaining: 786 | Queue size: 786 | Visited pages: 182 | Current depth: 2 | Elapsed time: 02:49 | Estimated remaining time: 12:08 | Current URL: https://owasp.org/www-project-prodsecman
2026-07-26 18:15:40,597 | INFO | knowledge_collector.crawl_progress | Current page: 202 | Pages completed: 183 | Pages remaining: 786 | Queue size: 786 | Visited pages: 183 | Current depth: 2 | Elapsed time: 02:49 | Estimated remaining time: 12:07 | Current URL: https://owasp.org/www-project-product-security-capability-framework
2026-07-26 18:15:41,291 | INFO | knowledge_collector.crawl_progress | Current page: 203 | Pages completed: 184 | Pages remaining: 787 | Queue size: 787 | Visited pages: 184 | Current depth: 2 | Elapsed time: 02:50 | Estimated remaining time: 12:06 | Current URL: https://owasp.org/www-project-randomized-header-channel-for-csrf-protection
2026-07-26 18:15:41,913 | INFO | knowledge_collector.crawl_progress | Current page: 204 | Pages completed: 185 | Pages remaining: 787 | Queue size: 787 | Visited pages: 185 | Current depth: 2 | Elapsed time: 02:50 | Estimated remaining time: 12:05 | Current URL: https://owasp.org/www-project-rapid-developer-driven-threat-modeling
2026-07-26 18:15:42,510 | INFO | knowledge_collector.crawl_progress | Current page: 205 | Pages completed: 186 | Pages remaining: 787 | Queue size: 787 | Visited pages: 186 | Current depth: 2 | Elapsed time: 02:51 | Estimated remaining time: 12:04 | Current URL: https://owasp.org/www-project-rbtm
2026-07-26 18:15:43,086 | INFO | knowledge_collector.crawl_progress | Current page: 206 | Pages completed: 187 | Pages remaining: 787 | Queue size: 787 | Visited pages: 187 | Current depth: 2 | Elapsed time: 02:52 | Estimated remaining time: 12:02 | Current URL: https://owasp.org/www-project-sase-security
